uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_degree
smote,standard,0.7,svm,18569414,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.168846611,0.228510638,0.196982045,0.022270931,0.669796557,0.773775216,0.707915378,0.038085376,0.269961977,0.35282523,0.307979659,0.030681634,0.804219425,0.851613198,0.823725292,0.018459625,0.202205613,0.260509401,0.23669549,0.022033473,0.744110655,0.786611785,0.767054722,0.016379345,9206,9336,2.03,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.5,xgb,22184712,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.68917577,0.760084926,0.729926315,0.024587195,1,1,1,0,0.815990594,0.863691194,0.843646305,0.016542006,0.999999325,1,0.999999797,2.70E-07,0.999991683,1,0.999997508,3.33E-06,0.966096187,0.977433155,0.972869343,0.003895826,9216,9342,,,,,,1,0.1,error,1.5,35,binary:logistic,47,12584,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.1,knn,2750409,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,chebyshev,23,distance,,,,,,,,,,,,,,,,,,,
smote,minmax,1,rf,12817326,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.548309179,0.631525077,0.584202716,0.028366861,0.960893855,0.981268012,0.972029199,0.006915415,0.703512397,0.766459627,0.729346123,0.02147921,0.993515843,0.996238579,0.995048856,0.000935541,0.957775643,0.966787022,0.963511578,0.003696954,0.937824957,0.959786096,0.947027981,0.007434295,7775,8366,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,334,8,7,170,
random_under,standard,0.8,sgd,17637397,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.090879897,0.152988048,0.124378436,0.024559735,0.384976526,0.553314121,0.488126853,0.062772081,0.151054177,0.239700375,0.197776109,0.035722058,0.624469337,0.724754834,0.673928986,0.042476558,0.096429601,0.149788107,0.122414528,0.022417487,0.659786096,0.740576256,0.707538505,0.033858762,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.882805167,TRUE,0.818451123,invscaling,squared_loss,l2,,,,,,,,
random_under_bootstrap,standard,0.8,knn,28214946,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.143355705,0.179534314,0.164312277,0.0129125,0.812849162,0.844380403,0.832119136,0.011826929,0.245066544,0.296109146,0.274181087,0.018079514,0.789959914,0.836085903,0.809936919,0.0169256,0.335108719,0.438671935,0.382521208,0.036171272,0.648128342,0.69822357,0.677833447,0.019687071,4,4,,,,,,,,,,,,,,manhattan,3,uniform,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.5,sgd,26045750,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.052845528,0.108016658,0.088181918,0.019225231,0.04107425,0.965417867,0.588064338,0.30250848,0.046222222,0.1829806,0.145165007,0.050305703,0.60142112,0.675811436,0.629660598,0.027630273,0.085293223,0.128220298,0.102734762,0.017554631,0.253579176,0.885240642,0.551633144,0.204059023,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,TRUE,0.346573737,optimal,perceptron,l2,,,,,,,,
random_over,standard,1,ridge,10011847,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096639686,0.117990965,0.110194429,0.007406247,0.622432859,0.65129683,0.636343353,0.009537102,0.167303609,0.199237155,0.187783988,0.011180089,0.642019435,0.678078271,0.661543398,0.015357381,0.10030102,0.127453335,0.114508943,0.010057165,0.578776745,0.618169991,0.597939663,0.016244962,9220,9350,,,,,0.378400607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.5,svm,21916750,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.192771084,0.237751418,0.220380712,0.015983298,0.404423381,0.66426513,0.514618611,0.099000649,0.26109128,0.350170908,0.307541237,0.032169229,0.771070348,0.828278967,0.797404682,0.022014815,0.173654979,0.245548541,0.215086563,0.026698597,0.814666378,0.846921075,0.832962976,0.012444684,9209,9338,0.13,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.7,rf,18293769,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1.40E-16,1,1,1,0,146,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced_subsample,entropy,88,1,2,294,
random_under_bootstrap,standard,0.7,knn,27570336,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.199873698,0.255522828,0.233325201,0.019964527,1,1,1,0,0.333157895,0.407038123,0.377938637,0.026507153,0.9830171,0.987208902,0.984978712,0.001604864,0.852642276,0.869742991,0.862190837,0.00721084,0.728983957,0.780979203,0.75907343,0.018345057,4948,5979,,,,,,,,,,,,,,chebyshev,5,distance,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.5,lr,14020753,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.076305221,0.208108108,0.153265719,0.045021203,0.020537125,0.167449139,0.07633391,0.055675753,0.035665295,0.173419773,0.095450375,0.055419586,0.62988176,0.770719374,0.693314628,0.052993213,0.099056872,0.175907447,0.13156616,0.026292152,0.889418907,0.924812834,0.904659553,0.011680202,9220,9350,,,,,,,,,,,,,,,,,,,20000,l2,saga,,,,,,,,,,,,,,
random_under,standard,0.8,xgb,15170227,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.172903578,0.242064876,0.204078414,0.026722038,1,1,1,0,0.294829995,0.389778152,0.33816454,0.036684843,0.961382003,0.966955239,0.964102143,0.002254942,0.489417046,0.560111681,0.524810771,0.028593888,0.676149733,0.76462305,0.711212271,0.036145409,9212,9343,,,,,,1.5,0.3,error,1.5,61,binary:logistic,12,45431,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.8,lr,24633547,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.093457944,0.173760421,0.130883425,0.026751278,0.379146919,0.6228482,0.49387221,0.089461762,0.14995314,0.266397578,0.206574631,0.039973803,0.625479873,0.756046371,0.689383205,0.0491455,0.098943034,0.167201646,0.127919195,0.023709032,0.708983957,0.763756499,0.722335758,0.020909251,9220,9350,,,,,,,,,,,,,,,,,,,20000,l1,saga,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,nb,17284057,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.120294599,0.210494931,0.176075131,0.030653681,0.156494523,0.508645533,0.358444095,0.140176751,0.158490566,0.297764656,0.227705895,0.053852081,0.699397103,0.781574811,0.741565574,0.027999418,0.112063533,0.201361294,0.156963368,0.029101363,0.79978308,0.896357329,0.830065766,0.03534266,9178,9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,1,xgb,23706485,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.9986053,1,0.99972106,0.00055788,1,1,1,0,0.999302163,1,0.999860433,0.000279135,1,1,1,0,1,1,1,0,0.999891939,1,0.999978388,4.32E-05,9194,9334,,,,,,0,0.3,aucpr,1.5,21,binary:logistic,21,41939,,,,,,,,,,,,,,,,,,,,,,
,standard,0.3,rf,12543882,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.49606862,0.58665431,0.540462848,0.03101694,1,1,1,0,0.663162924,0.739485981,0.701162902,0.026128851,0.996353078,0.99881947,0.997627824,0.001058065,0.95186748,0.978943635,0.966738314,0.0118805,0.923635182,0.952299465,0.937319525,0.009669861,7765,8406,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,373,8,7,449,
smote,minmax,0.8,lr,4112633,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.115384615,0.180286436,0.141958095,0.021670868,0.450236967,0.616714697,0.517467978,0.059254111,0.1836932,0.279009126,0.222711679,0.03203457,0.669778944,0.761240476,0.707834759,0.032793323,0.113782023,0.167378024,0.134364337,0.019147997,0.716879187,0.760398614,0.735721415,0.014476596,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,saga,,,,,,,,,,,,,,
random_under,minmax,0.3,knn,12942648,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.480637813,0.543247344,0.502707511,0.022003825,1,1,1,0,0.649230769,0.704031465,0.668787555,0.019222461,0.999531506,0.999941759,0.999731286,0.000151554,0.994301994,0.99921875,0.996678322,0.001795391,0.92385182,0.93494705,0.927829232,0.003740083,3959,5019,,,,,,,,,,,,,,minkowski,9,distance,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.8,rf,8095021,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.984397163,0.9984375,0.992538999,0.006115644,1,1,1,0,0.992137241,0.999218139,0.996246063,0.003084594,1,1,1,0,1,1,1,0,0.998806941,0.999891587,0.999437063,0.000472528,5384,6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced_subsample,entropy,55,2,7,175,
adasyn,minmax,0.3,sgd,21207530,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.121546961,0.060675237,0.053487627,0,0.632564841,0.246555633,0.260429926,0,0.198104693,0.086758835,0.076711255,0.392488885,0.680537526,0.526313748,0.095736666,0.056258045,0.533850267,0.175901823,0.180577645,0.483304423,0.932299465,0.763755564,0.181670738,1,9254,,,,,,,,,,,,,,,,,,,,,,1.931382524,FALSE,0.582598898,invscaling,perceptron,elasticnet,,,,,,,,
random_under_bootstrap,minmax,1,rf,28469191,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.176728183,0.274644658,0.21827127,0.034821829,0.863112392,0.892575039,0.876722881,0.010331888,0.295039164,0.416695652,0.347926776,0.043330127,0.872981396,0.910142688,0.88730567,0.014321009,0.320387264,0.401490006,0.357012333,0.032874623,0.711229947,0.81834922,0.756088338,0.038125805,9180,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced,gini,130,8,8,54,
random_over,standard,1,knn,13594919,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,euclidean,1,distance,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.5,xgb,18377938,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.213923623,0.308170515,0.254381694,0.035645993,1,1,1,0,0.352449889,0.471147318,0.404311431,0.044965315,0.981879703,0.989015015,0.98580048,0.002660496,0.679435617,0.782025071,0.724197126,0.034243137,0.751229947,0.831239168,0.782198135,0.031457521,9168,9304,,,,,,0,0.3,error,1.5,39,binary:logistic,83,20985,,,,,,,,,,,,,,,,,,,,,,
,standard,0.1,knn,15067321,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,minkowski,23,distance,,,,,,,,,,,,,,,,,,,
smote,minmax,0.3,knn,19079898,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,euclidean,10,distance,,,,,,,,,,,,,,,,,,,
smote,minmax,0.3,knn,8778390,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.291479821,0.332858161,0.316287795,0.016911132,0.51342812,0.672910663,0.587269743,0.055183202,0.371853547,0.445398188,0.410779015,0.02602933,0.866010035,0.898240988,0.878763891,0.012499975,0.351940656,0.45615891,0.394465204,0.0419838,0.87402513,0.882566845,0.877623677,0.002779067,22,22,,,,,,,,,,,,,,manhattan,21,uniform,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.8,nb,9643593,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096429188,0.125567947,0.110268025,0.009596033,0.876080692,0.914804469,0.894681843,0.015765834,0.173872473,0.219653179,0.196180386,0.015107723,0.695056472,0.777540465,0.73623834,0.028667017,0.110250819,0.198513201,0.154017973,0.029283138,0.411713853,0.532062392,0.462767215,0.041341245,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.5,knn,21612324,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,euclidean,15,distance,,,,,,,,,,,,,,,,,,,
smote,minmax,0.1,knn,2308262,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.483146067,0.58778626,0.541200527,0.047871073,0.030726257,0.131123919,0.077497439,0.037928557,0.058278146,0.214369847,0.132755493,0.059132534,0.838365356,0.884695763,0.858007676,0.017555701,0.2772674,0.387529643,0.331698411,0.040548168,0.92316836,0.932085561,0.928125522,0.003045577,15,16,,,,,,,,,,,,,,manhattan,19,uniform,,,,,,,,,,,,,,,,,,,
smote,standard,0.3,nb,16349943,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.117788462,0.155647791,0.131234829,0.013304208,0.696682464,0.808357349,0.756480311,0.046223977,0.201507882,0.258175559,0.22338187,0.019691546,0.700725879,0.783245761,0.740100531,0.029078614,0.113682673,0.209301651,0.159135781,0.031839552,0.543332613,0.673201906,0.613763797,0.043409666,9185,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.1,ridge,13039802,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.636596319,0.668853033,0.654653342,0.014732485,0.100090331,0.12684344,0.114584136,0.01002939,0.922628053,0.932299465,0.926933095,0.003765023,9220,9350,,,,,4.059111308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.5,nb,32786462,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.103569339,0.141237368,0.119414491,0.012571713,0.825648415,0.872905028,0.848394567,0.018921643,0.184375,0.241212376,0.209061249,0.018899256,0.701080002,0.780599935,0.740934183,0.027476634,0.112814837,0.200084558,0.156969142,0.028766604,0.459152799,0.609510399,0.527856715,0.050633234,9180,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,1,nb,17759362,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.094238199,0.126967471,0.110267189,0.010774818,0.871757925,0.913407821,0.891715569,0.016703682,0.170361373,0.221652317,0.196062448,0.016951908,0.695654349,0.780334045,0.73906844,0.029123632,0.111140382,0.205074131,0.158417757,0.030811638,0.414955695,0.539753033,0.463329066,0.04628319,9185,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.8,sgd,30423170,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.091666667,0.15804354,0.134109091,0.024366572,0.017377567,0.805475504,0.552157952,0.27536578,0.029216467,0.264240132,0.196636843,0.085602249,0.607425957,0.777666617,0.711107491,0.056920101,0.089014469,0.172340818,0.135890706,0.027792224,0.643972246,0.921818182,0.723985543,0.101848569,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.428865107,TRUE,0.698360834,invscaling,hinge,elasticnet,,,,,,,,
,minmax,0.3,rf,2942930,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,0.994413408,0.998559078,0.996760239,0.00133342,0.99719888,0.999279019,0.998377044,0.000669142,1,1,1,7.02E-17,1,1,1,4.97E-17,0.999567754,0.999891681,0.999762357,0.00010585,1253,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,gini,108,2,3,327,
smote,standard,0.7,lr,15139958,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.110284348,0.160401003,0.131729436,0.016343236,0.655608215,0.737752161,0.68531274,0.028325378,0.188808007,0.263510036,0.220774695,0.024362969,0.682534604,0.768995938,0.717490644,0.031587349,0.116370991,0.170297952,0.13842513,0.019296194,0.614328939,0.689991334,0.644810942,0.02761908,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,none,saga,,,,,,,,,,,,,,
random_under,standard,0.7,sgd,12784390,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.10443571,0.183491686,0.139324246,0.025998607,0.233240223,0.445244957,0.342756222,0.072769768,0.154101077,0.259882254,0.19741616,0.037645882,0.645601257,0.739581791,0.68865053,0.03406494,0.102071979,0.159220671,0.127538467,0.019416905,0.781604278,0.814566674,0.798049361,0.012936271,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.743291534,TRUE,0.397078228,adaptive,squared_loss,l2,,,,,,,,
,minmax,0.8,nb,23670865,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.142857143,0.232057416,0.186091127,0.029185418,0.028436019,0.478386167,0.289174317,0.166363348,0.04743083,0.298767967,0.205678883,0.088156814,0.700560235,0.781112646,0.741088325,0.027868125,0.113247909,0.200886742,0.157710014,0.028942059,0.803904555,0.922673797,0.858597867,0.044421518,9187,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.3,nb,24283071,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.113267039,0.152620909,0.129009476,0.013536571,0.737756714,0.811239193,0.772387009,0.03146026,0.196383516,0.254159633,0.220802857,0.019909129,0.694914932,0.780070433,0.737948978,0.029627619,0.110310023,0.201464641,0.156527568,0.030255286,0.545926086,0.664969671,0.599786845,0.038348899,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,standard,0.3,rf,13073840,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.782664942,0.922824302,0.855681458,0.057599496,0.853351955,0.89481268,0.877764485,0.014387555,0.824812543,0.904991948,0.865412023,0.028941419,0.992178189,0.995585065,0.99403281,0.001355857,0.928005614,0.960135612,0.945932958,0.011471869,0.972125813,0.987379679,0.979753632,0.005662915,7260,7857,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,entropy,456,7,4,91,
adasyn,standard,0.8,rf,3156739,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.498165811,0.562211982,0.530793409,0.022533856,0.963665087,0.978386167,0.970184826,0.006766507,0.660184735,0.710128056,0.685817434,0.017626241,0.992680439,0.99393308,0.993589172,0.000475596,0.951825924,0.958441801,0.954147821,0.002552916,0.924285095,0.946737968,0.934886374,0.007381885,8478,8943,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced,gini,116,5,7,227,
,standard,1,knn,32418278,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,manhattan,3,distance,,,,,,,,,,,,,,,,,,,
smote,standard,0.5,nb,16566739,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.104459622,0.141956631,0.120423505,0.012391643,0.811239193,0.863128492,0.836738241,0.02199634,0.185350205,0.241630901,0.210253997,0.018543395,0.699780223,0.782774735,0.741025392,0.028652826,0.112527847,0.207034392,0.160773803,0.030887728,0.478387724,0.61720104,0.538083824,0.046690321,9184,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.7,xgb,565949,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.992846924,0.9986053,0.99649013,0.002110193,1,1,1,0,0.996410625,0.999302163,0.99824086,0.001059577,1,1,1,0,1,1,1,4.97E-17,0.999458406,0.999893048,0.999740237,0.000162446,9158,9338,,,,,,0,0.1,aucpr,1,36,binary:logistic,7,51770,,,,,,,,,,,,,,,,,,,,,,
smote,minmax,0.8,nb,19670379,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096649711,0.132739421,0.113362273,0.011873754,0.858789625,0.891930836,0.875285282,0.012728087,0.173981686,0.229938272,0.200484192,0.018427899,0.695131682,0.780606433,0.738894999,0.029395292,0.110978077,0.20449974,0.158139885,0.030793243,0.435055111,0.567590988,0.487052818,0.04814304,9182,9336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.5,xgb,10400765,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.780652418,0.868312757,0.823438814,0.034723238,1,1,1,0,0.876816172,0.929515419,0.902773818,0.02087514,0.999999662,1,0.999999932,1.35E-07,0.999995847,1,0.999999169,1.66E-06,0.978877816,0.98973262,0.984123414,0.004116826,9204,9329,,,,,,0.5,0.1,aucpr,3,40,binary:logistic,60,58565,,,,,,,,,,,,,,,,,,,,,,
smote,standard,0.3,knn,29659941,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,0.895251397,0.935229068,0.915690876,0.013349952,0.944731024,0.966530612,0.955939498,0.007279353,0.994706135,0.996797491,0.995806537,0.000679393,0.971374907,0.981326909,0.976513986,0.003406555,0.991895397,0.995614973,0.993816666,0.001201176,3,3,,,,,,,,,,,,,,minkowski,2,uniform,,,,,,,,,,,,,,,,,,,
