unix_date,date,case_tool_54,failed,failed_tools
1548866986,2019-01-30 11:49:00,17,1,36
1548867103,2019-01-30 11:51:00,17,1,36
1548867220,2019-01-30 11:53:00,17,1,36
1548867414,2019-01-30 11:56:00,17,2,2 6 8 22 32 36 54 
1548867566,2019-01-30 11:59:00,17,2,1 2 6 8 11 22 23 32 36 37 54 57 
1548867683,2019-01-30 12:01:00,17,,
1548867800,2019-01-30 12:03:00,17,,
1548867969,2019-01-30 12:06:00,17,,
1548868096,2019-01-30 12:08:00,17,,
1548868213,2019-01-30 12:10:00,17,,
1548868331,2019-01-30 12:12:00,17,,
1548868447,2019-01-30 12:14:00,17,,
1548868565,2019-01-30 12:16:00,17,,
1548868681,2019-01-30 12:18:00,17,,
1548868798,2019-01-30 12:19:00,17,,
1548868915,2019-01-30 12:21:00,17,,
1548869032,2019-01-30 12:23:00,17,,
1548869149,2019-01-30 12:25:00,17,,
1548869266,2019-01-30 12:27:00,17,,
1548869383,2019-01-30 12:29:00,17,,
1548869500,2019-01-30 12:31:00,17,,
1548869617,2019-01-30 12:33:00,17,,
1548869734,2019-01-30 12:35:00,17,,
1548869851,2019-01-30 12:37:00,17,,
1548869968,2019-01-30 12:39:00,17,,
1548870085,2019-01-30 12:41:00,17,,
1548870202,2019-01-30 12:43:00,17,,
1548870319,2019-01-30 12:45:00,17,,
1548870435,2019-01-30 12:47:00,17,,
1548870553,2019-01-30 12:49:00,17,,
1548870669,2019-01-30 12:51:00,17,,
1548870786,2019-01-30 12:53:00,17,,
1548870903,2019-01-30 12:55:00,17,,
1548871021,2019-01-30 12:57:00,17,,
1548871137,2019-01-30 12:58:00,17,,
1548871254,2019-01-30 13:00:00,17,,
1548871416,2019-01-30 13:03:00,17,,
1548871533,2019-01-30 13:05:00,17,,
1548871650,2019-01-30 13:07:00,17,,
1548871767,2019-01-30 13:09:00,17,,
1548871884,2019-01-30 13:11:00,17,,
1548872001,2019-01-30 13:13:00,17,,
1548872118,2019-01-30 13:15:00,17,,
1548872235,2019-01-30 13:17:00,17,,
1548872353,2019-01-30 13:19:00,17,,
1548872470,2019-01-30 13:21:00,17,,
1548872586,2019-01-30 13:23:00,17,,
1548872707,2019-01-30 13:25:00,17,,
1548872985,2019-01-30 13:29:00,17,,
1548873478,2019-01-30 13:37:00,17,9,1 2 3 6 8 11 21 22 23 32 36 37 54 57 
1548873664,2019-01-30 13:41:00,17,,
1548873781,2019-01-30 13:43:00,17,,
1548873899,2019-01-30 13:44:00,17,,
1548874016,2019-01-30 13:46:00,17,,
1548874134,2019-01-30 13:48:00,17,,
1548874251,2019-01-30 13:50:00,17,,
1548874368,2019-01-30 13:52:00,17,,
1548874486,2019-01-30 13:54:00,17,,
1548874603,2019-01-30 13:56:00,17,,
1548874721,2019-01-30 13:58:00,17,,
1548874838,2019-01-30 14:00:00,17,,
1548874955,2019-01-30 14:02:00,17,,
1548875072,2019-01-30 14:04:00,17,,
1548875190,2019-01-30 14:06:00,17,,
1548875347,2019-01-30 14:09:00,17,,
1548875500,2019-01-30 14:11:00,17,,
1548875618,2019-01-30 14:13:00,17,,
1548875735,2019-01-30 14:15:00,17,,
1548875853,2019-01-30 14:17:00,17,,
1548875970,2019-01-30 14:19:00,17,,
1548876087,2019-01-30 14:21:00,17,,
1548876205,2019-01-30 14:23:00,17,,
1548876322,2019-01-30 14:25:00,17,,
1548876439,2019-01-30 14:27:00,17,,
1548876556,2019-01-30 14:29:00,17,,
1548876674,2019-01-30 14:31:00,17,,
1548876792,2019-01-30 14:33:00,17,,
1548876909,2019-01-30 14:35:00,17,,
1548877027,2019-01-30 14:37:00,17,,
1548877144,2019-01-30 14:39:00,17,,
1548877261,2019-01-30 14:41:00,17,,
1548877378,2019-01-30 14:42:00,17,,
1548877495,2019-01-30 14:44:00,17,,
1548877612,2019-01-30 14:46:00,17,,
1548877730,2019-01-30 14:48:00,17,,
1548877847,2019-01-30 14:50:00,17,,
1548877965,2019-01-30 14:52:00,17,,
1548878082,2019-01-30 14:54:00,17,,
1548878199,2019-01-30 14:56:00,17,,
1548878316,2019-01-30 14:58:00,17,,
1548878434,2019-01-30 15:00:00,17,,
1548878551,2019-01-30 15:02:00,17,,
1548878669,2019-01-30 15:04:00,17,,
1548878786,2019-01-30 15:06:00,17,,
1548878904,2019-01-30 15:08:00,17,,
1548879021,2019-01-30 15:10:00,17,,
1548879138,2019-01-30 15:12:00,17,,
1548879256,2019-01-30 15:14:00,17,,
1548879373,2019-01-30 15:16:00,17,,
1548879490,2019-01-30 15:18:00,17,,
1548879607,2019-01-30 15:20:00,17,,
1548879725,2019-01-30 15:22:00,17,,
1548879842,2019-01-30 15:24:00,17,,
1548879959,2019-01-30 15:25:00,17,,
1548880077,2019-01-30 15:27:00,17,,
1548880194,2019-01-30 15:29:00,17,,
1548880312,2019-01-30 15:31:00,17,,
1548880429,2019-01-30 15:33:00,17,,
1548880546,2019-01-30 15:35:00,17,,
1548880663,2019-01-30 15:37:00,17,,
1548880780,2019-01-30 15:39:00,17,,
1548880898,2019-01-30 15:41:00,17,,
1548881015,2019-01-30 15:43:00,17,,
1548881132,2019-01-30 15:45:00,17,,
1548881250,2019-01-30 15:47:00,17,,
1548881367,2019-01-30 15:49:00,17,,
1548881484,2019-01-30 15:51:00,17,,
1548881601,2019-01-30 15:53:00,17,,
1548881719,2019-01-30 15:55:00,17,,
1548881836,2019-01-30 15:57:00,17,,
1548881953,2019-01-30 15:59:00,17,,
1548882070,2019-01-30 16:01:00,17,,
1548882188,2019-01-30 16:03:00,17,,
1548882305,2019-01-30 16:05:00,17,,
1548882422,2019-01-30 16:07:00,17,,
1548882539,2019-01-30 16:08:00,17,,
1548882656,2019-01-30 16:10:00,17,,
1548882774,2019-01-30 16:12:00,17,,
1548882891,2019-01-30 16:14:00,17,,
1548883009,2019-01-30 16:16:00,17,,
1548883126,2019-01-30 16:18:00,17,,
1548883243,2019-01-30 16:20:00,17,,
1548883364,2019-01-30 16:22:00,17,,
1548883480,2019-01-30 16:24:00,17,,
1548883598,2019-01-30 16:26:00,17,,
1548883715,2019-01-30 16:28:00,17,,
1548883833,2019-01-30 16:30:00,17,,
1548884174,2019-01-30 16:36:00,17,,
1548884292,2019-01-30 16:38:00,17,,
1548884409,2019-01-30 16:40:00,17,,
1548884526,2019-01-30 16:42:00,17,,
1548884643,2019-01-30 16:44:00,17,,
1548884761,2019-01-30 16:46:00,17,,
1548884878,2019-01-30 16:47:00,17,,
1548884995,2019-01-30 16:49:00,17,,
1548885112,2019-01-30 16:51:00,17,,
1548885229,2019-01-30 16:53:00,17,,
1548885347,2019-01-30 16:55:00,17,,
1548885464,2019-01-30 16:57:00,17,,
1548885581,2019-01-30 16:59:00,17,,
1548885698,2019-01-30 17:01:00,17,,
1548885816,2019-01-30 17:03:00,17,,
1548885933,2019-01-30 17:05:00,17,,
1548886050,2019-01-30 17:07:00,17,,
1548887573,2019-01-30 17:32:00,17,,
1548887691,2019-01-30 17:34:00,17,,
1548887808,2019-01-30 17:36:00,17,,
1548887925,2019-01-30 17:38:00,17,,
1548888043,2019-01-30 17:40:00,17,,
1548888161,2019-01-30 17:42:00,17,,
1548888278,2019-01-30 17:44:00,17,,
1548888395,2019-01-30 17:46:00,17,,
1548888513,2019-01-30 17:48:00,17,,
1548888630,2019-01-30 17:50:00,17,,
1548888748,2019-01-30 17:52:00,17,,
1548888865,2019-01-30 17:54:00,17,,
1548888982,2019-01-30 17:56:00,17,,
1548889100,2019-01-30 17:58:00,17,,
1548889217,2019-01-30 18:00:00,17,,
1548889334,2019-01-30 18:02:00,17,,
1548889452,2019-01-30 18:04:00,17,,
1548889569,2019-01-30 18:06:00,17,,
1548889686,2019-01-30 18:08:00,17,,
1548889803,2019-01-30 18:10:00,17,,
1548889921,2019-01-30 18:12:00,17,,
1548890038,2019-01-30 18:13:00,17,,
1548890155,2019-01-30 18:15:00,17,,
1548890273,2019-01-30 18:17:00,17,,
1548890389,2019-01-30 18:19:00,17,,
1548890507,2019-01-30 18:21:00,17,,
1548890624,2019-01-30 18:23:00,17,,
1548890741,2019-01-30 18:25:00,17,,
1548890859,2019-01-30 18:27:00,17,,
1548890976,2019-01-30 18:29:00,17,,
1548891093,2019-01-30 18:31:00,17,,
1548891210,2019-01-30 18:33:00,17,,
1548891328,2019-01-30 18:35:00,17,,
1548891445,2019-01-30 18:37:00,17,,
1548891562,2019-01-30 18:39:00,17,,
1548891680,2019-01-30 18:41:00,17,,
1548891797,2019-01-30 18:43:00,17,,
1548891914,2019-01-30 18:45:00,17,1,54 22
1548892031,2019-01-30 18:47:00,17,1,54 22
1548892148,2019-01-30 18:49:00,17,1,54 22
1548892266,2019-01-30 18:51:00,17,1,54 22
1548892383,2019-01-30 18:53:00,17,1,54 22
1548892499,2019-01-30 18:54:00,17,1,54 22
1548892617,2019-01-30 18:56:00,17,1,54 22
1548892734,2019-01-30 18:58:00,17,1,54 22
1548892852,2019-01-30 19:00:00,17,1,54 22
1548892969,2019-01-30 19:02:00,17,1,54 22
1548893086,2019-01-30 19:04:00,17,1,54 22
1548893315,2019-01-30 19:08:00,17,9,2 6 8 22 32 36 54 57 
1548893432,2019-01-30 19:10:00,17,1,54 22
1548893549,2019-01-30 19:12:00,17,1,54 22 8
1548893666,2019-01-30 19:14:00,17,1,54 22 8
1548894010,2019-01-30 19:20:00,17,2,54 22 8
1548894176,2019-01-30 19:22:00,18,1,8
1548894374,2019-01-30 19:26:00,18,1,8
1548894491,2019-01-30 19:28:00,18,1,8
1548894608,2019-01-30 19:30:00,18,1,8
1548894725,2019-01-30 19:32:00,18,1,8
1548894843,2019-01-30 19:34:00,18,1,8
1548894960,2019-01-30 19:36:00,18,1,8
1548895077,2019-01-30 19:37:00,18,1,8
1548895194,2019-01-30 19:39:00,18,1,8
1548895312,2019-01-30 19:41:00,18,1,8
1548895429,2019-01-30 19:43:00,18,1,8
1548897686,2019-01-30 20:21:00,18,1,8
1548898092,2019-01-30 20:28:00,18,2,8
1548898216,2019-01-30 20:30:00,18,,
1548898334,2019-01-30 20:32:00,18,,
1548898485,2019-01-30 20:34:00,18,,
1548898608,2019-01-30 20:36:00,18,,
1548898763,2019-01-30 20:39:00,18,,
1548898938,2019-01-30 20:42:00,18,,
1548899056,2019-01-30 20:44:00,18,,
1548899172,2019-01-30 20:46:00,18,,
1548899289,2019-01-30 20:48:00,18,,
1548899407,2019-01-30 20:50:00,18,,
1548899524,2019-01-30 20:52:00,18,,
1548899642,2019-01-30 20:54:00,18,,
1548899759,2019-01-30 20:55:00,18,,
1548899876,2019-01-30 20:57:00,18,,
1548899993,2019-01-30 20:59:00,18,,
1548900110,2019-01-30 21:01:00,18,,
1548900228,2019-01-30 21:03:00,18,,
1548900495,2019-01-30 21:08:00,18,,
1548900613,2019-01-30 21:10:00,18,,
1548900730,2019-01-30 21:12:00,18,,
1548900848,2019-01-30 21:14:00,18,,
1548900965,2019-01-30 21:16:00,18,,
1548901082,2019-01-30 21:18:00,18,,
1548901199,2019-01-30 21:19:00,18,,
1548901317,2019-01-30 21:21:00,18,,
1548901433,2019-01-30 21:23:00,18,,
1548901551,2019-01-30 21:25:00,18,,
1548901668,2019-01-30 21:27:00,18,,
1548901785,2019-01-30 21:29:00,18,,
1548901903,2019-01-30 21:31:00,18,,
1548902020,2019-01-30 21:33:00,18,,
1548902137,2019-01-30 21:35:00,18,,
1548902254,2019-01-30 21:37:00,18,,
1548902372,2019-01-30 21:39:00,18,,
1548902489,2019-01-30 21:41:00,18,,
1548902607,2019-01-30 21:43:00,18,,
1548902724,2019-01-30 21:45:00,18,,
1548902841,2019-01-30 21:47:00,18,,
1548902959,2019-01-30 21:49:00,18,,
1548903076,2019-01-30 21:51:00,18,,
1548903193,2019-01-30 21:53:00,18,,
1548903311,2019-01-30 21:55:00,18,,
1548903427,2019-01-30 21:57:00,18,,
1548903545,2019-01-30 21:59:00,18,,
1548903662,2019-01-30 22:01:00,18,,
1548903780,2019-01-30 22:03:00,18,,
1548903897,2019-01-30 22:04:00,18,,
1548904014,2019-01-30 22:06:00,18,,
1548904131,2019-01-30 22:08:00,18,,
1548904249,2019-01-30 22:10:00,18,,
1548904366,2019-01-30 22:12:00,18,,
1548904483,2019-01-30 22:14:00,18,,
1548904601,2019-01-30 22:16:00,18,,
1548904718,2019-01-30 22:18:00,18,,
1548904835,2019-01-30 22:20:00,18,,
1548904952,2019-01-30 22:22:00,18,,
1548905069,2019-01-30 22:24:00,18,,
1548905187,2019-01-30 22:26:00,18,,
1548905304,2019-01-30 22:28:00,18,,
1548905422,2019-01-30 22:30:00,18,,
1548905538,2019-01-30 22:32:00,18,,
1548905656,2019-01-30 22:34:00,18,,
1548905773,2019-01-30 22:36:00,18,,
1548905890,2019-01-30 22:38:00,18,,
1548906007,2019-01-30 22:40:00,18,,
1548906125,2019-01-30 22:42:00,18,,
1548906242,2019-01-30 22:44:00,18,,
1549039812,2019-02-01 11:50:00,19,,
1549039929,2019-02-01 11:52:00,19,,
1549040046,2019-02-01 11:54:00,19,,
1549040164,2019-02-01 11:56:00,19,,
1549040281,2019-02-01 11:58:00,19,,
1549040398,2019-02-01 11:59:00,19,,
1549040515,2019-02-01 12:01:00,19,,
1549040633,2019-02-01 12:03:00,19,,
1549040750,2019-02-01 12:05:00,19,,
1549040868,2019-02-01 12:07:00,19,,
1549040985,2019-02-01 12:09:00,19,,
1549041102,2019-02-01 12:11:00,19,,
1549041220,2019-02-01 12:13:00,19,,
1549041336,2019-02-01 12:15:00,19,,
1549041454,2019-02-01 12:17:00,19,,
1549041571,2019-02-01 12:19:00,19,,
1549041688,2019-02-01 12:21:00,19,,
1549041806,2019-02-01 12:23:00,19,,
1549041923,2019-02-01 12:25:00,19,,
1549042040,2019-02-01 12:27:00,19,,
1549042157,2019-02-01 12:29:00,19,,
1549042275,2019-02-01 12:31:00,19,,
1549042392,2019-02-01 12:33:00,19,,
1549042509,2019-02-01 12:35:00,19,,
1549042626,2019-02-01 12:37:00,19,,
1549042744,2019-02-01 12:39:00,19,,
1549042861,2019-02-01 12:41:00,19,,
1549042978,2019-02-01 12:42:00,19,,
1549043096,2019-02-01 12:44:00,19,,
1549043213,2019-02-01 12:46:00,19,,
1549043330,2019-02-01 12:48:00,19,,
1549043447,2019-02-01 12:50:00,19,,
1549043565,2019-02-01 12:52:00,19,,
1549043738,2019-02-01 12:55:00,19,,
1549043855,2019-02-01 12:57:00,19,,
1549043972,2019-02-01 12:59:00,19,,
1549044089,2019-02-01 13:01:00,19,,
1549044207,2019-02-01 13:03:00,19,,
1549044688,2019-02-01 13:11:00,19,3,0 1 2 3 6 8 11 13 17 21 22 23 32 36 37 54 57 
1549044974,2019-02-01 13:16:00,19,3,2 6 22 32 54 
1549045092,2019-02-01 13:18:00,19,3,0 1 2 3 6 8 11 13 17 21 22 23 32 36 37 54 57 
1549045209,2019-02-01 13:20:00,19,,
1549045326,2019-02-01 13:22:00,19,,
1549045443,2019-02-01 13:24:00,19,,
1549045560,2019-02-01 13:26:00,19,,
1549045678,2019-02-01 13:27:00,19,,
1549047595,2019-02-01 13:59:00,19,9,0 1 2 3 6 8 11 13 17 21 22 23 32 36 37 54 57 
1549047719,2019-02-01 14:01:00,19,,
1549047836,2019-02-01 14:03:00,19,,
1549048671,2019-02-01 14:17:00,19,,
1549048788,2019-02-01 14:19:00,19,,
1549048906,2019-02-01 14:21:00,19,,
1549049023,2019-02-01 14:23:00,19,,
1549049141,2019-02-01 14:25:00,19,,
1549049258,2019-02-01 14:27:00,19,,
1549049376,2019-02-01 14:29:00,19,,
1549049493,2019-02-01 14:31:00,19,,
1549049610,2019-02-01 14:33:00,19,,
1549049728,2019-02-01 14:35:00,19,,
1549049845,2019-02-01 14:37:00,19,,
1549049962,2019-02-01 14:39:00,19,,
1549050080,2019-02-01 14:41:00,19,,
1549050198,2019-02-01 14:43:00,19,,
1549050315,2019-02-01 14:45:00,19,,
1549050432,2019-02-01 14:47:00,19,,
1549050549,2019-02-01 14:49:00,19,,
1549050667,2019-02-01 14:51:00,19,,
1549050784,2019-02-01 14:53:00,19,,
1549050901,2019-02-01 14:55:00,19,,
1549051028,2019-02-01 14:57:00,19,,
1549051145,2019-02-01 14:59:00,19,,
1549051262,2019-02-01 15:01:00,19,,
1549051379,2019-02-01 15:02:00,19,,
1549051496,2019-02-01 15:04:00,19,,
1549051614,2019-02-01 15:06:00,19,,
1549051731,2019-02-01 15:08:00,19,,
1549051848,2019-02-01 15:10:00,19,,
1549051965,2019-02-01 15:12:00,19,,
1549052083,2019-02-01 15:14:00,19,,
1549052199,2019-02-01 15:16:00,19,,
1549052317,2019-02-01 15:18:00,19,,
1549052434,2019-02-01 15:20:00,19,,
1549052551,2019-02-01 15:22:00,19,,
1549052688,2019-02-01 15:24:00,19,,
1549052805,2019-02-01 15:26:00,19,,
1549052922,2019-02-01 15:28:00,19,,
1549053040,2019-02-01 15:30:00,19,,
1549053157,2019-02-01 15:32:00,19,,
1549053274,2019-02-01 15:34:00,19,,
1549053391,2019-02-01 15:36:00,19,,
1549053509,2019-02-01 15:38:00,19,,
1549053626,2019-02-01 15:40:00,19,,
1549053743,2019-02-01 15:42:00,19,,
1549053860,2019-02-01 15:44:00,19,,
1549053977,2019-02-01 15:46:00,19,,
1549054094,2019-02-01 15:48:00,19,,
1549054211,2019-02-01 15:50:00,19,,
1549054329,2019-02-01 15:52:00,19,,
1549054446,2019-02-01 15:54:00,19,,
1549054563,2019-02-01 15:56:00,19,,
1549054681,2019-02-01 15:58:00,19,,
1549054798,2019-02-01 15:59:00,19,,
1549054915,2019-02-01 16:01:00,19,,
1549055032,2019-02-01 16:03:00,19,,
1549055149,2019-02-01 16:05:00,19,,
1549055266,2019-02-01 16:07:00,19,,
1549055384,2019-02-01 16:09:00,19,,
1549055501,2019-02-01 16:11:00,19,,
1549055618,2019-02-01 16:13:00,19,,
1549055735,2019-02-01 16:15:00,19,,
1549055853,2019-02-01 16:17:00,19,,
1549055970,2019-02-01 16:19:00,19,,
1549056088,2019-02-01 16:21:00,19,,
1549056204,2019-02-01 16:23:00,19,,
1549056322,2019-02-01 16:25:00,19,,
1549056439,2019-02-01 16:27:00,19,3,0 1 2 3 6 8 11 13 17 21 22 23 32 36 37 54 57 
1549057060,2019-02-01 16:37:00,19,3,2 6 8 22 32 36 54 
1549057529,2019-02-01 16:45:00,19,3,0 1 2 3 6 8 11 13 17 21 22 23 32 36 37 54 57 
1549057661,2019-02-01 16:47:00,19,,
1549057779,2019-02-01 16:49:00,19,,
1549059473,2019-02-01 17:17:00,19,,
1549059797,2019-02-01 17:23:00,19,,
1549059915,2019-02-01 17:25:00,19,,
1549060033,2019-02-01 17:27:00,19,,
1549060150,2019-02-01 17:29:00,19,,
1549060267,2019-02-01 17:31:00,19,,
1549060385,2019-02-01 17:33:00,19,,
1549060502,2019-02-01 17:35:00,19,,
1549060619,2019-02-01 17:36:00,19,,
1549060745,2019-02-01 17:39:00,19,,
1549060862,2019-02-01 17:41:00,19,,
1549060980,2019-02-01 17:43:00,19,,
1549061097,2019-02-01 17:44:00,19,,
1549061214,2019-02-01 17:46:00,19,,
1549061332,2019-02-01 17:48:00,19,,
1549061449,2019-02-01 17:50:00,19,,
1549061566,2019-02-01 17:52:00,19,,
1549061684,2019-02-01 17:54:00,19,,
1549061801,2019-02-01 17:56:00,19,,
1549061939,2019-02-01 17:58:00,19,,
1549062057,2019-02-01 18:00:00,19,,
1549062189,2019-02-01 18:03:00,19,,
1549062307,2019-02-01 18:05:00,19,,
1549062424,2019-02-01 18:07:00,19,,
1549062541,2019-02-01 18:09:00,19,,
1549062658,2019-02-01 18:10:00,19,,
1549062775,2019-02-01 18:12:00,19,,
1549062892,2019-02-01 18:14:00,19,,
1549063010,2019-02-01 18:16:00,19,,
1549063127,2019-02-01 18:18:00,19,,
1549063244,2019-02-01 18:20:00,19,,
1549063365,2019-02-01 18:22:00,19,,
1549063482,2019-02-01 18:24:00,19,,
1549063599,2019-02-01 18:26:00,19,,
1549063716,2019-02-01 18:28:00,19,,
1549063833,2019-02-01 18:30:00,19,,
1549063951,2019-02-01 18:32:00,19,,
1549064068,2019-02-01 18:34:00,19,,
1549064185,2019-02-01 18:36:00,19,,
1549064302,2019-02-01 18:38:00,19,,
1549064419,2019-02-01 18:40:00,19,,
1549064536,2019-02-01 18:42:00,19,,
1549064653,2019-02-01 18:44:00,19,,
1549064771,2019-02-01 18:46:00,19,,
1549064888,2019-02-01 18:48:00,19,,
1549065005,2019-02-01 18:50:00,19,,
1549065122,2019-02-01 18:52:00,19,,
1549065239,2019-02-01 18:53:00,19,,
1549065356,2019-02-01 18:55:00,19,,
1549065473,2019-02-01 18:57:00,19,,
1549065591,2019-02-01 18:59:00,19,,
1549065708,2019-02-01 19:01:00,19,,
1549065825,2019-02-01 19:03:00,19,,
1549065942,2019-02-01 19:05:00,19,,
1549066059,2019-02-01 19:07:00,19,,
1549066176,2019-02-01 19:09:00,19,,
1549066293,2019-02-01 19:11:00,19,,
1549066411,2019-02-01 19:13:00,19,,
1549066527,2019-02-01 19:15:00,19,,
1549066645,2019-02-01 19:17:00,19,,
1549066762,2019-02-01 19:19:00,19,,
1549066879,2019-02-01 19:21:00,19,,
1549066996,2019-02-01 19:23:00,19,,
1549067113,2019-02-01 19:25:00,19,,
1549067230,2019-02-01 19:27:00,19,,
1549067347,2019-02-01 19:29:00,19,,
1549067464,2019-02-01 19:31:00,19,,
1549067581,2019-02-01 19:33:00,19,,
1549067698,2019-02-01 19:34:00,19,,
1549067815,2019-02-01 19:36:00,19,,
1549067932,2019-02-01 19:38:00,19,,
1549068049,2019-02-01 19:40:00,19,,
1549068166,2019-02-01 19:42:00,19,,
1549068284,2019-02-01 19:44:00,19,,
1549068401,2019-02-01 19:46:00,19,,
1549068519,2019-02-01 19:48:00,19,,
1549068636,2019-02-01 19:50:00,19,,
1549068753,2019-02-01 19:52:00,19,,
1549068870,2019-02-01 19:54:00,19,,
1549068987,2019-02-01 19:56:00,19,,
1549069104,2019-02-01 19:58:00,19,,
1549069221,2019-02-01 20:00:00,19,,
1549069339,2019-02-01 20:02:00,19,,
1549069456,2019-02-01 20:04:00,19,,
1549069573,2019-02-01 20:06:00,19,,
1549069690,2019-02-01 20:08:00,19,,
1549069807,2019-02-01 20:10:00,19,,
1549069924,2019-02-01 20:12:00,19,,
1549070042,2019-02-01 20:14:00,19,,
1549070499,2019-02-01 20:21:00,19,,
1549070616,2019-02-01 20:23:00,19,,
1549070734,2019-02-01 20:25:00,19,,
1549070851,2019-02-01 20:27:00,19,,
1549070968,2019-02-01 20:29:00,19,,
1549071085,2019-02-01 20:31:00,19,,
1549071202,2019-02-01 20:33:00,19,,
1549071319,2019-02-01 20:35:00,19,,
1549071437,2019-02-01 20:37:00,19,,
1549295273,2019-02-04 10:47:00,20,,
1549295397,2019-02-04 10:49:00,20,,
1549295522,2019-02-04 10:52:00,20,,
1549295646,2019-02-04 10:54:00,20,,
1549295770,2019-02-04 10:56:00,20,,
1549295983,2019-02-04 10:59:00,20,9,2 8 22 32 54 
1549296107,2019-02-04 11:01:00,20,,
1549296232,2019-02-04 11:03:00,20,,
1549296356,2019-02-04 11:05:00,20,,
1549296480,2019-02-04 11:08:00,20,,
1549296604,2019-02-04 11:10:00,20,,
1549296729,2019-02-04 11:12:00,20,,
1549296853,2019-02-04 11:14:00,20,,
1549296978,2019-02-04 11:16:00,20,,
1549297102,2019-02-04 11:18:00,20,,
1549297226,2019-02-04 11:20:00,20,,
1549297351,2019-02-04 11:22:00,20,,
1549297475,2019-02-04 11:24:00,20,,
1549297600,2019-02-04 11:26:00,20,,
1549297724,2019-02-04 11:28:00,20,,
1549297848,2019-02-04 11:30:00,20,,
1549297972,2019-02-04 11:32:00,20,,
1549298097,2019-02-04 11:34:00,20,,
1549298220,2019-02-04 11:37:00,20,,
1549298345,2019-02-04 11:39:00,20,,
1549298468,2019-02-04 11:41:00,20,,
1549298592,2019-02-04 11:43:00,20,,
1549298717,2019-02-04 11:45:00,20,,
1549298841,2019-02-04 11:47:00,20,,
1549298965,2019-02-04 11:49:00,20,,
1549299089,2019-02-04 11:51:00,20,,
1549299214,2019-02-04 11:53:00,20,,
1549299338,2019-02-04 11:55:00,20,,
1549299469,2019-02-04 11:57:00,20,,
1549299593,2019-02-04 11:59:00,20,,
1549299717,2019-02-04 12:01:00,20,,
1549299841,2019-02-04 12:04:00,20,,
1549299965,2019-02-04 12:06:00,20,,
1549300089,2019-02-04 12:08:00,20,,
1549300214,2019-02-04 12:10:00,20,1,22 54
1549300338,2019-02-04 12:12:00,20,1,22 54
1549300461,2019-02-04 12:14:00,20,1,22 54
1549300586,2019-02-04 12:16:00,20,1,22 54
1549300710,2019-02-04 12:18:00,20,1,22 54
1549300834,2019-02-04 12:20:00,20,1,22 54
1549300958,2019-02-04 12:22:00,20,1,22 54
1549301082,2019-02-04 12:24:00,20,1,22 54
1549301206,2019-02-04 12:26:00,20,1,22 54
1549301463,2019-02-04 12:31:00,20,1,22 54
1549301587,2019-02-04 12:33:00,20,1,22 54
1549301711,2019-02-04 12:35:00,20,1,22 54
1549301835,2019-02-04 12:37:00,20,1,22 54
1549301959,2019-02-04 12:39:00,20,1,22 54
1549302084,2019-02-04 12:41:00,20,1,22 54
1549302373,2019-02-04 12:46:00,20,2,22 54
1549302497,2019-02-04 12:48:00,20,2,22 54
1549302622,2019-02-04 12:50:00,21,,
1549302745,2019-02-04 12:52:00,21,,
1549302870,2019-02-04 12:54:00,21,,
1549302994,2019-02-04 12:56:00,21,,
1549303118,2019-02-04 12:58:00,21,,
1549303242,2019-02-04 13:00:00,21,,
1549303366,2019-02-04 13:02:00,21,,
1549303490,2019-02-04 13:04:00,21,,
1549303614,2019-02-04 13:06:00,21,,
1549303739,2019-02-04 13:08:00,21,,
1549303862,2019-02-04 13:11:00,21,,
1549303987,2019-02-04 13:13:00,21,,
1549304111,2019-02-04 13:15:00,21,,
1549304235,2019-02-04 13:17:00,21,,
1549304359,2019-02-04 13:19:00,21,,
1549304483,2019-02-04 13:21:00,21,,
1549304607,2019-02-04 13:23:00,21,,
1549304731,2019-02-04 13:25:00,21,,
1549304856,2019-02-04 13:27:00,21,,
1549304979,2019-02-04 13:29:00,21,,
1549305104,2019-02-04 13:31:00,21,,
1549305228,2019-02-04 13:33:00,21,,
1549305352,2019-02-04 13:35:00,21,,
1549305476,2019-02-04 13:37:00,21,,
1549305600,2019-02-04 13:40:00,21,,
1549305724,2019-02-04 13:42:00,21,,
1549305849,2019-02-04 13:44:00,21,,
1549305973,2019-02-04 13:46:00,21,,
1549306096,2019-02-04 13:48:00,21,,
1549306221,2019-02-04 13:50:00,21,,
1549306345,2019-02-04 13:52:00,21,,
1549306469,2019-02-04 13:54:00,21,,
1549306593,2019-02-04 13:56:00,21,,
1549306717,2019-02-04 13:58:00,21,,
1549306841,2019-02-04 14:00:00,21,,
1549306965,2019-02-04 14:02:00,21,,
1549307090,2019-02-04 14:04:00,21,,
1549307260,2019-02-04 14:07:00,21,9,1 2 6 8 11 22 23 32 36 37 54 57 
1549307383,2019-02-04 14:09:00,21,,
1549307508,2019-02-04 14:11:00,21,,
1549307632,2019-02-04 14:13:00,21,,
1549307756,2019-02-04 14:15:00,21,,
1549307880,2019-02-04 14:18:00,21,,
1549308004,2019-02-04 14:20:00,21,,
1549308128,2019-02-04 14:22:00,21,,
1549308253,2019-02-04 14:24:00,21,,
1549308377,2019-02-04 14:26:00,21,,
1549308501,2019-02-04 14:28:00,21,,
1549308625,2019-02-04 14:30:00,21,,
1549308749,2019-02-04 14:32:00,21,,
1549308873,2019-02-04 14:34:00,21,,
1549308997,2019-02-04 14:36:00,21,,
